age,ed,employ,address,income,debtinc,creddebt,othdebt,default
23,2,2,2,38,12.0,1.70392,2.85608,0
44,2,14,14,66,25.1,5.424622,11.141378,0
29,1,5,6,40,20.9,4.541686,3.818314,1
34,3,10,5,61,4.1,1.05534,1.44566,0
41,3,12,9,48,0.7,0.202528,0.133472,0
43,3,8,4,67,8.0,2.066066,3.293934,0
30,2,5,5,49,9.8,2.582449,2.219551,0
26,2,2,3,40,13.0,2.66342,2.53658,0
28,3,5,3,37,17.1,4.117555,2.209445,1
28,1,4,4,40,4.8,1.106372,0.813628,0
50,2,12,14,51,2.3,0.793544,0.379456,0
30,1,2,3,46,3.0,0.424947,0.955053,0
31,2,8,6,45,18.6,3.015813,5.354187,1
21,1,2,1,31,11.4,1.788836,1.745164,0
31,2,2,3,55,1.9,0.711795,0.333205,0
29,1,7,7,46,6.4,1.168024,1.775976,0
26,2,0,0,45,5.4,1.164897,1.265103,1
21,1,2,2,30,6.0,0.61093,1.18907,1
29,1,3,2,34,3.7,0.611062,0.646938,0
32,2,5,3,45,16.3,2.717236,4.617764,0
38,1,11,10,32,4.7,0.914507,0.589493,1
24,4,3,4,39,4.7,0.996197,0.836803,1
31,2,6,7,50,9.7,2.076424,2.773576,0
31,2,4,4,54,17.8,3.230994,6.381006,1
39,2,7,10,45,2.1,0.44112,0.50388,0
35,3,5,7,65,6.8,1.509876,2.910124,1
24,3,2,2,43,7.0,1.820461,1.189539,0
45,4,11,14,58,15.4,4.493433,4.438567,0
39,2,7,4,61,1.4,0.427116,0.426884,0
31,1,2,1,30,9.6,1.132355,1.747645,0
36,3,11,10,60,12.8,3.497637,4.182363,1
23,1,1,1,37,9.7,2.145192,1.443808,0
35,1,6,3,42,7.2,0.925392,2.098608,0
40,1,10,6,36,3.1,0.385854,0.730146,0
32,1,3,2,50,16.9,3.45161,4.99839,1
41,2,9,13,63,6.1,2.042136,1.800864,0
31,1,7,4,30,15.6,1.836483,2.843517,0
37,2,11,15,60,3.9,1.553315,0.786685,0
23,1,3,4,39,12.2,2.441674,2.316326,0
30,1,8,7,43,1.6,0.244282,0.443718,0
28,2,6,7,46,11.5,2.403498,2.886502,0
47,4,9,5,58,6.5,2.46091,1.30909,0
35,3,6,7,58,10.3,2.454392,3.519608,1
36,1,9,7,53,10.6,2.007314,3.610686,1
27,1,4,3,36,8.6,1.010188,2.085812,0
31,4,3,2,54,4.5,1.699349,0.730651,0
24,3,1,1,54,10.4,3.129705,2.486295,0
26,1,4,3,28,2.1,0.330073,0.257927,0
25,3,3,2,45,7.5,1.192772,2.182228,0
28,3,0,0,35,16.3,3.863797,1.841203,0
41,3,5,5,64,3.1,0.658074,1.325926,0
25,1,1,1,27,9.5,1.127293,1.437707,0
35,1,7,5,34,14.3,2.201677,2.660323,0
29,1,1,1,40,19.2,3.579092,4.100908,0
39,2,6,4,63,2.9,1.223267,0.603733,0
39,1,1,1,55,9.7,3.583721,1.751279,0
46,3,17,24,77,6.7,3.033288,2.125712,1
38,2,5,7,56,7.3,1.748537,2.339463,0
23,3,1,1,33,6.8,1.326359,0.917641,0
44,4,14,16,69,12.9,3.416244,5.484756,1
31,1,0,0,36,12.9,2.584225,2.059775,1
28,2,3,3,44,9.1,1.651851,2.352149,1
39,2,1,1,55,13.0,3.738234,3.411766,1
45,1,4,2,60,32.5,8.251752,11.248248,1
37,1,7,5,32,35.3,7.065783,4.230217,1
35,1,2,2,44,6.6,1.179134,1.724866,0
56,1,25,14,43,2.5,0.539923,0.535077,0
41,2,1,1,46,9.0,2.448514,1.691486,0
26,1,6,8,34,5.7,1.164402,0.773598,0
22,1,2,2,24,4.6,0.381396,0.722604,1
45,2,8,9,69,18.7,4.532782,8.370218,0
46,2,2,1,60,7.2,1.427039,2.892961,0
28,2,7,6,38,7.3,1.360344,1.413656,0
34,2,3,2,41,6.8,1.920407,0.867593,0
28,2,7,10,51,2.9,0.71401,0.76499,0
30,1,2,3,41,4.7,0.816642,1.110358,0
44,1,9,6,37,30.6,5.5844,5.7376,1
47,2,20,12,49,28.9,6.897145,7.263855,0
32,1,3,4,36,18.9,2.055125,4.748875,1
37,2,2,2,47,13.0,2.82551,3.28449,1
45,1,13,19,55,7.9,2.404121,1.940879,0
28,1,6,5,44,14.8,1.958767,4.553233,0
21,2,1,1,45,3.2,0.85478,0.58522,0
43,3,7,6,71,10.5,4.875054,2.579946,0
39,2,14,12,64,1.2,0.317731,0.450269,0
22,1,1,1,27,9.0,0.788847,1.641153,0
50,1,17,13,61,10.3,4.340426,1.942574,0
25,2,1,1,40,18.3,2.513377,4.806623,0
36,1,11,9,33,12.0,1.223348,2.736652,1
32,1,6,7,37,14.4,2.291497,3.036503,0
39,1,8,11,54,1.8,0.299913,0.672087,0
41,1,12,16,57,4.0,1.5251,0.7549,0
30,1,2,3,42,5.6,1.06831,1.28369,0
26,1,4,6,34,14.6,1.673432,3.290568,0
36,1,1,1,54,10.2,2.948886,2.559114,1
42,2,3,2,58,6.4,1.487965,2.224035,0
43,1,1,1,47,4.8,0.719777,1.536223,0
51,1,3,4,38,8.2,0.99064,2.12536,1
45,2,14,18,52,4.8,0.88038,1.61562,0
26,1,5,3,44,11.0,2.639152,2.200848,0
31,1,2,3,33,6.1,1.036538,0.976462,0
29,1,5,7,42,22.7,2.872185,6.661815,1
47,1,10,7,55,17.6,6.41868,3.26132,0
29,2,1,1,42,13.3,3.544248,2.041752,0
34,1,3,2,46,4.1,1.076712,0.809288,0
34,2,3,2,41,11.2,2.785498,1.806502,0
22,1,2,2,34,9.8,1.136761,2.195239,0
32,1,10,14,43,3.7,0.894808,0.696192,0
29,2,1,1,31,9.3,0.909682,1.973318,0
39,4,9,9,60,20.2,7.78663,4.33337,1
25,1,4,5,40,11.5,2.999128,1.600872,0
45,2,2,2,54,4.4,0.959579,1.416421,0
44,2,2,2,69,14.7,6.156143,3.986857,0
36,1,0,0,41,7.9,1.217251,2.021749,0
40,1,10,12,56,3.1,1.052533,0.683467,0
47,2,19,28,70,5.4,1.239616,2.540384,0
29,2,5,3,37,3.4,0.670048,0.587952,0
34,2,10,10,42,13.3,2.397937,3.188063,0
39,1,2,2,46,14.3,3.909514,2.668486,1
38,3,3,3,66,18.6,3.785915,8.490085,0
37,2,10,7,36,12.8,2.3532,2.2548,0
36,2,0,0,58,9.5,3.478553,2.031447,0
22,2,0,0,30,9.7,1.107552,1.802448,0
29,2,7,5,36,30.7,6.881811,4.170189,1
39,1,2,2,44,6.7,0.9794,1.9686,0
37,2,4,4,43,4.8,1.33767,0.72633,0
27,1,4,4,34,5.4,0.867464,0.968536,0
20,3,1,1,31,3.4,0.50249,0.55151,0
35,2,10,12,53,18.4,4.253343,5.498657,0
42,3,8,10,60,4.5,1.263023,1.436977,0
40,1,9,8,57,11.8,3.493957,3.232043,0
42,2,14,17,42,21.0,4.939672,3.880328,0
40,1,6,4,34,2.9,0.41792,0.56808,0
37,1,7,7,48,10.1,1.810148,3.037852,0
39,2,3,2,60,1.6,0.561323,0.398677,0
37,1,2,1,55,14.6,4.670139,3.359861,0
47,1,2,1,40,11.1,2.536923,1.903077,0
41,2,15,10,57,14.3,4.642547,3.508453,0
31,3,6,3,43,22.3,5.645543,3.943457,1
38,2,10,13,57,7.5,2.851818,1.423182,0
28,5,1,1,47,23.1,5.885496,4.971504,1
34,1,6,7,33,23.1,3.895032,3.727968,1
35,3,5,6,59,4.2,1.08452,1.39348,0
23,2,2,3,38,18.9,3.74199,3.44001,0
37,1,7,7,48,17.1,3.254416,4.953584,0
26,2,0,0,39,8.8,1.521402,1.910598,0
29,2,6,5,41,4.5,0.702997,1.142003,0
27,2,5,5,45,8.1,1.284183,2.360817,1
30,1,4,4,30,4.4,0.745378,0.574622,0
25,1,3,2,35,8.6,1.381563,1.628437,0
32,1,4,2,47,0.6,0.089304,0.192696,0
52,1,19,14,57,2.2,0.720508,0.533492,0
28,1,2,2,28,9.1,1.441899,1.106101,0
24,2,1,1,45,13.2,2.343466,3.596534,0
36,2,2,2,43,9.1,1.254125,2.658875,0
37,3,0,0,62,5.1,2.067865,1.094135,0
35,1,6,9,39,6.6,1.240686,1.333314,1
48,1,7,7,36,7.2,1.112605,1.479395,1
50,1,15,8,64,12.2,4.959559,2.848441,0
21,2,1,1,29,9.7,0.957279,1.855721,0
31,1,8,10,44,9.0,1.668103,2.291897,0
33,2,10,13,52,25.7,4.185219,9.178781,0
41,1,1,1,41,1.9,0.502075,0.276925,0
38,2,10,7,42,2.4,0.702913,0.305087,0
25,1,1,1,36,4.0,0.813073,0.626927,0
35,1,5,5,46,19.8,3.674049,5.433951,0
25,2,1,1,49,7.2,2.183849,1.344151,1
33,1,7,7,45,4.9,1.33003,0.87497,0
38,1,3,4,37,23.1,3.499319,5.047681,1
35,1,11,10,33,18.4,2.200957,3.871043,0
40,4,7,4,49,1.2,0.326061,0.261939,0
42,1,9,12,45,2.2,0.680775,0.309225,0
24,1,2,2,28,1.9,0.225792,0.306208,0
34,1,6,6,52,14.2,3.837154,3.546846,0
44,1,16,18,51,5.8,1.13814,1.81986,0
34,2,3,4,61,17.3,4.139166,6.413834,0
40,2,1,1,64,16.5,4.172375,6.387625,0
34,1,0,0,35,10.9,2.278678,1.536322,0
27,1,4,4,40,2.9,0.53292,0.62708,0
54,1,6,8,48,1.6,0.513825,0.254175,0
51,1,3,3,67,1.1,0.22112,0.51588,0
39,1,1,1,36,12.2,2.870349,1.521651,0
43,1,1,1,40,10.5,1.976586,2.223414,0
22,2,1,1,32,3.4,0.709085,0.378915,0
40,1,11,6,38,8.0,1.046827,1.993173,0
48,1,9,10,52,8.4,1.839911,2.528089,0
30,1,7,7,44,17.3,2.382195,5.229805,0
28,2,2,2,40,17.8,4.743054,2.376946,0
26,3,4,6,54,11.8,3.442501,2.929499,0
39,1,8,7,54,15.4,2.961229,5.354771,0
43,2,7,10,66,21.0,5.284941,8.575059,0
23,1,2,3,39,13.5,1.975181,3.289819,0
30,1,7,5,33,5.4,1.105749,0.676251,0
23,2,2,1,29,9.0,1.819504,0.790496,0
47,1,6,3,53,5.4,1.227726,1.634274,0
51,1,7,9,59,11.1,1.995501,4.553499,0
29,1,7,4,34,9.9,2.036334,1.329666,0
29,3,7,9,37,11.5,2.598311,1.656689,0
27,1,5,7,44,4.4,0.637785,1.298215,0
47,3,9,11,51,5.8,1.908742,1.049258,0
46,2,7,4,47,7.0,1.58563,1.70437,0
40,4,9,12,55,0.8,0.295261,0.144739,0
27,3,5,7,54,6.0,1.794239,1.445761,0
22,1,1,1,32,11.4,2.46114,1.18686,0
27,2,5,5,51,12.4,2.845496,3.478504,1
30,1,4,2,38,10.9,1.712207,2.429793,0
25,1,3,3,31,6.1,1.261915,0.629085,0
35,3,8,8,55,8.1,2.416275,2.038725,0
36,1,3,4,35,9.0,1.415257,1.734743,0
34,1,5,3,49,8.0,1.640429,2.279571,0
21,1,1,1,42,9.3,1.787706,2.118294,0
42,1,9,5,35,1.0,0.191232,0.158768,0
41,1,5,3,35,16.5,1.882772,3.892228,0
28,2,0,0,36,24.2,3.312369,5.399631,0
40,4,8,9,78,18.4,8.098614,6.253386,0
37,1,11,13,36,5.0,0.664337,1.135663,0
21,1,2,3,27,4.7,0.620078,0.648922,0
40,1,9,6,34,6.4,1.063207,1.112793,0
49,3,9,13,78,13.3,5.773356,4.600644,0
32,1,6,3,37,14.1,3.201889,2.015111,0
39,2,1,1,53,21.7,4.244422,7.256578,1
40,2,4,3,53,6.8,1.483279,2.120721,0
44,1,14,21,57,6.2,1.740298,1.793702,0
30,2,7,5,38,9.1,1.22125,2.23675,0
44,1,14,12,44,6.5,1.328005,1.531995,0
22,2,2,1,34,2.4,0.467298,0.348702,0
25,2,2,2,29,6.4,0.87028,0.98572,0
24,2,1,1,37,5.4,1.106614,0.891386,0
25,1,4,3,30,29.7,3.068167,5.841833,1
26,3,0,0,51,1.2,0.258442,0.353558,0
33,1,10,12,47,8.0,2.516321,1.243679,0
31,2,2,2,32,13.2,2.187107,2.036893,1
37,1,2,3,44,17.1,2.550949,4.973051,1
21,1,1,1,36,6.0,0.715358,1.444642,0
41,1,15,13,51,6.6,1.23142,2.13458,0
34,3,5,7,46,6.5,0.974554,2.015446,0
43,2,15,9,54,11.1,4.128303,1.865697,0
40,1,1,1,44,1.7,0.39805,0.34995,0
28,1,1,1,47,21.4,4.476436,5.581564,0
47,2,13,10,57,1.1,0.299646,0.327354,0
39,1,7,6,40,8.1,2.151084,1.088916,0
22,1,1,1,30,15.2,2.715,1.845,0
35,1,5,5,41,4.4,0.853776,0.950224,0
33,2,0,0,49,9.9,1.743443,3.107557,0
38,1,4,6,36,19.0,4.420727,2.419273,0
34,2,4,3,39,7.0,1.895051,0.834949,0
40,2,9,7,38,12.1,2.117729,2.480271,0
44,2,10,13,65,5.6,1.197779,2.442221,0
39,1,3,4,52,12.6,4.464139,2.087861,0
25,3,2,2,41,11.9,2.547924,2.331076,0
33,2,10,15,33,19.7,4.476101,2.024899,1
31,2,9,13,56,5.7,1.968746,1.223254,1
29,1,2,2,32,13.0,2.163701,1.996299,0
24,3,1,1,44,1.3,0.286757,0.285243,0
32,1,1,1,34,10.6,1.77328,1.83072,0
29,1,2,2,48,25.7,6.308396,6.027604,0
24,3,1,1,52,9.1,1.613039,3.118961,0
26,1,1,1,37,5.4,1.040652,0.957348,0
30,1,8,12,48,7.5,1.362528,2.237472,0
27,2,1,1,53,23.3,4.70725,7.64175,0
24,1,2,2,25,3.5,0.281308,0.593692,0
25,4,3,3,54,9.4,2.226928,2.849072,0
45,2,3,3,62,11.5,3.511084,3.618916,0
32,1,2,2,47,15.7,3.419336,3.959664,1
33,3,3,3,60,15.4,2.933215,6.306785,0
28,2,3,2,51,1.1,0.294377,0.266623,0
28,1,5,5,45,1.2,0.335496,0.204504,1
31,1,2,3,36,35.3,7.481934,5.226066,1
25,1,3,4,42,9.0,1.383024,2.396976,0
26,2,4,2,47,5.7,0.923294,1.755706,0
39,3,9,11,61,17.5,3.841298,6.833702,0
51,1,13,7,37,5.6,0.712319,1.359681,1
41,1,4,4,56,9.3,3.540194,1.667806,0
42,1,3,4,44,1.6,0.491423,0.212577,0
49,2,7,10,57,8.6,2.505229,2.396771,0
43,1,4,3,53,19.0,3.535532,6.534468,1
35,1,7,8,30,14.8,2.053191,2.386809,1
31,3,2,1,52,6.7,1.553984,1.930016,0
29,2,6,7,50,9.9,2.043272,2.906728,0
41,4,3,4,50,8.4,2.893602,1.306398,0
35,1,2,3,52,14.4,5.102409,2.385591,0
29,2,6,4,45,14.7,2.328915,4.286085,1
23,1,0,0,29,7.5,0.889854,1.285146,1
37,1,4,3,43,17.1,4.122304,3.230696,0
29,2,2,2,47,10.4,2.841465,2.046535,0
26,1,3,3,38,9.4,1.907521,1.664479,0
33,2,8,10,44,2.6,0.516155,0.627845,0
20,1,1,1,39,13.6,3.674107,1.629893,0
31,1,1,1,34,0.4,0.062505,0.073495,0
43,2,11,7,45,15.4,3.761819,3.168181,0
29,2,2,2,46,12.0,1.982218,3.537782,0
30,3,1,1,58,5.8,1.678254,1.685746,0
27,2,6,8,36,14.8,1.882904,3.445096,0
39,4,11,12,54,16.7,4.756443,4.261557,0
27,1,1,1,44,9.4,1.863825,2.272175,0
48,2,21,16,49,4.6,0.96401,1.28999,0
41,1,13,15,44,12.5,1.908424,3.591576,0
39,2,2,3,43,10.9,3.224217,1.462783,0
45,1,0,0,60,12.6,3.84495,3.71505,0
37,1,12,12,40,20.2,3.479342,4.600658,0
40,1,1,1,55,1.6,0.40179,0.47821,0
40,1,7,7,55,10.1,2.654715,2.900285,0
22,2,2,2,27,3.8,0.6128,0.4132,0
24,2,4,3,48,23.1,6.559302,4.528698,1
45,2,14,16,39,9.7,1.26729,2.51571,0
28,3,1,1,46,2.4,0.462621,0.641379,1
43,1,14,15,43,23.8,3.598025,6.635975,1
29,3,5,3,59,7.7,1.972514,2.570486,0
34,1,7,9,34,11.5,2.142667,1.767333,0
26,1,5,6,42,2.1,0.275199,0.606801,0
51,2,22,30,76,1.7,0.733592,0.558408,0
53,1,16,13,54,8.0,2.472451,1.847549,0
56,1,4,5,71,12.3,3.629219,5.103781,0
54,3,4,3,84,3.0,1.741201,0.778799,0
33,1,7,10,45,6.8,1.146776,1.913224,0
33,2,1,1,42,13.3,2.36448,3.22152,0
28,1,1,1,42,12.7,2.760354,2.573646,0
29,1,6,9,31,19.2,2.307071,3.644929,0
35,1,10,9,41,13.8,3.129083,2.528917,0
25,3,5,5,34,3.5,0.432463,0.757537,0
40,1,7,7,48,13.5,2.298994,4.181006,1
35,3,1,1,61,23.3,5.225139,8.987861,0
50,1,14,11,50,13.7,4.211619,2.638381,1
46,1,20,14,53,13.1,4.46244,2.48056,0
28,1,0,0,43,9.5,2.722012,1.362988,0
30,1,5,3,41,2.6,0.468339,0.597661,0
48,1,10,13,40,11.3,1.736817,2.783183,0
32,2,6,4,32,19.8,3.85817,2.47783,0
48,1,5,7,36,5.4,0.991232,0.952768,0
52,2,15,19,46,13.0,3.57356,2.40644,0
30,1,3,2,34,6.7,1.219438,1.058562,1
30,2,1,1,54,12.9,2.215844,4.750156,0
37,2,11,13,34,13.7,2.590084,2.067916,0
32,3,4,3,53,17.8,5.863101,3.570899,1
30,1,5,3,45,3.6,0.961648,0.658352,0
36,2,8,6,43,3.2,0.600813,0.775187,0
34,2,10,14,50,4.7,1.356286,0.993714,0
23,3,2,2,35,10.3,2.035176,1.569824,0
24,1,0,0,29,8.4,1.058273,1.377727,0
47,1,6,7,49,8.0,1.185481,2.734519,0
32,1,5,7,48,13.4,3.07265,3.35935,0
40,1,14,19,50,0.8,0.195747,0.204253,0
22,3,2,3,50,15.6,4.41131,3.38869,0
32,2,4,5,59,18.8,6.523385,4.568615,0
28,1,6,7,38,4.4,1.052488,0.619512,0
37,1,1,1,34,10.6,1.610761,1.993239,0
47,1,6,8,56,5.8,2.025477,1.222523,0
40,1,2,2,50,7.7,2.606462,1.243538,0
24,2,3,4,48,7.3,2.039999,1.464001,0
40,1,6,8,35,5.0,0.645395,1.104605,0
32,1,2,2,45,5.6,0.813158,1.706842,1
30,2,6,8,35,3.6,0.425286,0.834714,0
28,2,4,4,52,18.7,3.333389,6.390611,0
41,1,6,3,47,7.0,1.771126,1.518874,0
31,3,9,12,64,19.4,5.751434,6.664566,0
28,2,0,0,44,25.2,7.018019,4.069981,1
28,1,0,0,46,9.6,1.694564,2.721436,0
27,2,3,3,34,25.2,4.402763,4.165237,0
38,1,5,7,54,6.2,2.181983,1.166017,0
40,1,3,2,43,11.0,1.479836,3.250164,0
23,2,2,1,49,17.4,4.921577,3.604423,0
31,4,5,4,40,17.8,3.943445,3.176555,1
38,1,5,7,51,1.7,0.354239,0.512761,0
27,3,6,7,47,15.4,3.036287,4.201713,1
44,1,0,0,60,16.3,4.320446,5.459554,0
36,1,5,3,41,12.6,3.402775,1.763225,1
38,1,2,1,42,5.7,1.238612,1.155388,0
26,1,1,1,31,12.4,1.453471,2.390529,1
43,2,4,3,69,7.4,2.32271,2.78329,0
29,4,6,8,42,9.3,1.75096,2.15504,0
37,1,12,9,30,6.1,1.194925,0.635075,0
42,2,16,8,50,7.6,1.744265,2.055735,0
29,2,2,2,50,0.9,0.313359,0.136641,0
33,2,6,7,41,9.7,2.679194,1.297806,0
21,1,2,2,33,10.9,2.389633,1.207367,0
41,1,11,12,53,9.1,1.550153,3.272847,0
32,2,6,7,56,2.1,0.6629,0.5131,0
34,1,7,8,37,19.7,4.75131,2.53769,1
46,1,11,16,58,13.9,2.476962,5.585038,1
31,4,1,1,45,26.0,6.214106,5.485894,0
30,1,8,6,42,14.3,3.917472,2.088528,1
28,1,1,1,39,7.0,1.634311,1.095689,1
22,2,3,4,33,6.1,1.058855,0.954145,0
22,2,2,2,44,20.0,5.967244,2.832756,0
31,2,0,0,32,4.1,0.450939,0.861061,0
33,5,1,1,52,4.4,1.245906,1.042094,0
32,2,4,5,56,3.6,0.730212,1.285788,0
38,2,3,2,39,1.0,0.18657,0.20343,0
34,1,3,4,43,2.2,0.361848,0.584152,0
35,1,8,8,52,19.5,6.394678,3.745322,1
35,2,8,10,60,9.0,3.302598,2.097402,0
38,1,14,20,33,18.2,4.108008,1.897992,1
34,1,11,15,30,4.5,0.781589,0.568411,0
50,2,9,7,59,13.2,3.168424,4.619576,0
21,1,2,1,38,16.1,2.517315,3.600685,1
39,1,5,3,42,9.2,2.245683,1.618317,0
38,2,12,17,46,19.8,3.5486,5.5594,0
31,2,9,6,48,4.5,1.219801,0.940199,0
28,1,4,5,47,10.5,2.537247,2.397753,0
36,2,8,11,50,1.1,0.364858,0.185142,0
39,1,10,10,45,10.1,2.842471,1.702529,0
29,1,5,4,44,3.0,0.493959,0.826041,0
48,2,2,2,41,10.4,1.479761,2.784239,0
37,1,11,12,31,11.5,2.074052,1.490948,0
39,2,2,2,47,14.2,2.820016,3.853984,0
26,1,4,2,37,18.9,4.655131,2.337869,0
24,2,2,1,41,18.2,4.366443,3.095557,0
29,2,4,2,33,5.8,0.676055,1.237945,1
31,1,2,3,28,11.3,1.873361,1.290639,0
31,1,1,1,31,5.1,1.013331,0.567669,0
34,2,10,9,39,10.3,1.645051,2.371949,0
37,2,1,1,59,12.0,3.325855,3.754145,0
48,1,13,7,46,5.0,0.729622,1.570378,1
26,1,1,1,40,4.0,1.098737,0.501263,0
34,1,7,5,35,8.4,2.056413,0.883587,0
41,2,9,7,63,5.4,1.633901,1.768099,1
29,1,5,4,34,6.6,1.246618,0.997382,0
36,3,5,3,55,35.3,10.763572,8.651428,0
26,1,4,2,36,6.1,1.28621,0.90979,0
30,2,7,7,56,14.0,3.644634,4.195366,0
28,1,0,0,34,16.1,3.002772,2.471228,0
32,1,8,11,41,5.7,0.854557,1.482443,1
38,1,0,0,54,2.5,0.458577,0.891423,0
38,2,5,5,60,6.0,2.423416,1.176584,0
22,5,3,2,57,6.9,2.62058,1.31242,0
22,1,0,0,39,12.0,1.668756,3.011244,0
41,2,14,11,42,4.9,1.12099,0.93701,0
45,1,6,6,35,4.4,0.769564,0.770436,0
35,2,2,1,40,5.5,0.830938,1.369062,1
24,1,4,5,27,30.8,5.007794,3.308206,1
28,2,5,3,40,3.8,0.482967,1.037033,0
41,3,1,1,70,4.8,2.115397,1.244603,0
38,4,13,18,47,7.1,1.122467,2.214533,0
24,1,0,0,24,11.5,1.775451,0.984549,0
39,1,9,13,54,9.8,3.378916,1.913084,0
46,1,1,1,36,13.4,3.093205,1.730795,0
32,2,6,5,40,15.1,2.529795,3.510205,0
24,1,0,0,44,12.0,2.989461,2.290539,0
34,1,2,1,33,1.3,0.21918,0.20982,0
24,1,4,3,43,3.7,0.595604,0.995396,0
27,1,4,6,30,11.8,2.062397,1.477603,0
43,1,5,7,60,5.4,2.168844,1.071156,0
28,1,4,4,28,1.2,0.177602,0.158398,0
40,1,7,6,40,4.6,0.662078,1.177922,0
54,1,19,24,38,17.4,3.091417,3.520583,0
36,2,6,8,35,9.9,1.810964,1.654036,1
44,2,8,11,39,5.1,1.34157,0.64743,0
29,1,1,1,32,10.8,2.06476,1.39124,0
25,1,1,1,32,6.4,1.017727,1.030273,0
46,2,15,19,49,6.9,1.894279,1.486721,0
28,1,3,3,31,13.0,1.468884,2.561116,0
32,1,5,5,37,5.0,1.097965,0.752035,0
39,1,4,3,51,1.4,0.255021,0.458979,0
34,2,2,1,47,9.1,2.813792,1.463208,0
32,1,5,6,29,10.9,2.073146,1.087854,0
34,1,8,11,47,10.5,2.049505,2.885495,0
31,2,1,1,39,7.0,0.953682,1.776318,0
54,2,8,9,48,3.0,0.556259,0.883741,0
54,4,6,6,99,2.6,0.851345,1.722655,0
38,3,2,2,68,1.3,0.576566,0.307434,0
38,3,11,15,48,9.1,1.677238,2.690762,0
21,1,0,0,26,12.5,1.002671,2.247329,0
38,1,1,1,32,11.0,1.834849,1.685151,0
29,1,0,0,28,6.8,0.676826,1.227174,0
40,1,8,5,48,5.9,1.081519,1.750481,0
33,2,4,4,36,8.1,1.162816,1.753184,0
46,2,13,14,63,19.9,7.212699,5.324301,0
36,3,6,6,54,5.7,1.143061,1.934939,0
35,2,9,8,58,11.5,2.942662,3.727338,1
32,2,3,3,55,7.8,2.206665,2.083335,1
49,2,1,1,60,9.5,2.386527,3.313473,0
37,2,4,5,54,5.9,1.92881,1.25719,1
36,1,4,5,33,12.2,1.700479,2.325521,1
28,3,7,6,43,10.6,2.568699,1.989301,1
22,1,2,1,41,6.6,1.381611,1.324389,0
31,1,6,4,28,9.3,1.056373,1.547627,0
26,1,3,3,38,7.6,1.932678,0.955322,0
29,2,6,4,44,2.2,0.644447,0.323553,0
42,1,13,14,55,14.1,5.368079,2.386921,0
50,1,9,13,50,15.2,2.809408,4.790592,1
38,1,4,2,32,11.1,1.243166,2.308834,0
40,1,3,2,38,9.5,1.496093,2.113907,0
35,1,12,8,33,8.4,0.882582,1.889418,0
27,1,0,0,37,11.5,2.813174,1.441826,1
24,2,0,0,51,18.7,6.048941,3.488059,1
34,1,1,1,51,13.8,3.004593,4.033407,0
32,1,4,4,48,8.4,1.5248,2.5072,1
35,1,7,5,43,5.6,1.439505,0.968495,0
35,3,7,5,69,13.7,4.366522,5.086478,1
36,2,7,5,52,16.4,4.941619,3.586381,1
33,1,10,6,40,11.5,2.421002,2.178998,0
39,1,9,10,50,10.4,3.526095,1.673905,0
42,3,8,10,68,19.5,4.928184,8.331816,0
31,3,2,2,49,14.7,2.447477,4.755523,1
44,1,12,8,48,9.5,1.645828,2.914172,0
40,2,7,5,48,12.8,3.032153,3.111847,1
46,1,10,12,50,6.2,1.257253,1.842747,0
31,1,1,1,30,12.1,2.288086,1.341914,0
23,4,1,1,43,0.9,0.187501,0.199499,0
22,1,3,3,36,4.6,0.70552,0.95048,0
32,4,8,10,62,3.7,1.49028,0.80372,0
47,4,5,7,65,17.8,3.502487,8.067513,1
29,2,6,8,34,15.0,1.696499,3.403501,0
42,4,12,7,85,17.0,6.501192,7.948808,0
26,1,5,3,31,8.6,0.843509,1.822491,0
38,1,13,8,51,7.2,2.083087,1.588913,0
42,1,13,13,49,8.0,1.625072,2.294928,0
31,2,3,3,57,12.1,4.663869,2.233131,1
33,1,6,3,44,8.6,1.816827,1.967173,0
27,1,1,1,47,4.5,0.991165,1.123835,0
39,3,12,17,44,15.0,3.011672,3.588328,0
35,2,5,3,47,2.6,0.523551,0.698449,0
52,1,5,4,42,3.0,0.447681,0.812319,0
32,2,8,6,47,0.4,0.071163,0.116837,0
34,3,9,12,43,12.7,2.897048,2.563952,0
34,1,7,10,48,6.6,1.767189,1.400811,0
52,1,24,32,58,18.6,5.799937,4.988063,1
39,1,5,6,39,6.0,1.592217,0.747783,0
27,3,3,2,58,13.2,3.82786,3.82814,0
36,1,2,3,38,2.9,0.527041,0.574959,0
34,4,0,0,59,23.4,8.398355,5.407645,0
29,1,1,1,40,12.6,1.819785,3.220215,0
41,1,15,21,43,22.9,5.606734,4.240266,0
28,3,1,1,34,5.8,0.657613,1.314387,0
29,2,3,2,49,4.2,0.626704,1.431296,1
35,2,5,3,44,8.4,2.468376,1.227624,0
47,5,3,4,75,13.2,6.225769,3.674231,0
39,1,14,10,55,12.9,3.231849,3.863151,0
29,2,3,4,47,6.3,1.955254,1.005746,0
31,1,2,2,41,5.1,1.220364,0.870636,0
29,1,1,1,45,3.2,0.503222,0.936778,0
48,1,0,0,60,4.6,1.732992,1.027008,0
44,1,8,11,48,1.8,0.549419,0.314581,0
42,2,15,20,50,1.0,0.263426,0.236574,0
43,2,6,4,68,8.0,2.717095,2.722905,0
32,2,4,3,48,14.4,2.134468,4.777532,0
36,1,1,1,32,11.4,1.975772,1.672228,0
